Year,Month,Day,Hour,Minute,DNI,Price,IAM
2022,1,1,0,0,0.0,71.0741741806,0.0
2022,1,1,1,0,0.0,61.1103353154,0.0
2022,1,1,2,0,0.0,58.3411342303,0.0
2022,1,1,3,0,0.0,54.7087051925,0.0
2022,1,1,4,0,0.0,50.9890170401,0.0
2022,1,1,5,0,0.0,43.9963717726,0.0
2022,1,1,6,0,0.0,38.1599606232,0.0
2022,1,1,7,0,31.007079854460724,48.9498489921,0.979351
2022,1,1,8,0,363.8751807023867,43.2612582759,0.954506
2022,1,1,9,0,760.9610968043387,36.8135929838,0.9184
2022,1,1,10,0,892.6455327587796,54.0604256926,0.869104
2022,1,1,11,0,943.9769231042594,54.159793683,0.810623
2022,1,1,12,0,961.4600445005257,60.4400637841,0.77349
2022,1,1,13,0,955.7686790997901,54.5543255885,0.80163
2022,1,1,14,0,923.6766935297771,69.8774843719,0.869644
2022,1,1,15,0,842.2654426898823,62.0024542601,0.929722
2022,1,1,16,0,609.2487552555584,59.2470256416,1.0
2022,1,1,17,0,216.92698519429632,64.2103311019,1.0
2022,1,1,18,0,0.0,62.1379448275,1.0
2022,1,1,19,0,0.0,63.2338729863,0.0
2022,1,1,20,0,0.0,56.6760472221,0.0
2022,1,1,21,0,0.0,52.6700628684,0.0
2022,1,1,22,0,0.0,58.2075667748,0.0
2022,1,1,23,0,0.0,47.1003564878,0.0
2022,1,2,0,0,0.0,21.6085751444,0.0
2022,1,2,1,0,0.0,12.8332594291,0.0
2022,1,2,2,0,0.0,42.4244261734,0.0
2022,1,2,3,0,0.0,53.1091720177,0.0
2022,1,2,4,0,0.0,48.0444926158,0.0
2022,1,2,5,0,0.0,49.9302597895,0.0
2022,1,2,6,0,0.0,43.9494710216,0.0
2022,1,2,7,0,30.307504939937836,17.4491654969,0.0
2022,1,2,8,0,363.0333659775854,25.6802125657,0.955008
2022,1,2,9,0,760.9176301300112,27.397605766,0.919174
2022,1,2,10,0,892.918602806102,21.5337793921,0.870242
2022,1,2,11,0,944.3815452185563,23.683958341,0.812097
2022,1,2,12,0,961.9944586589188,39.7643940454,0.774776
2022,1,2,13,0,956.5043123662881,37.5738464087,0.802163
2022,1,2,14,0,924.8076601558658,43.505012716,0.869726
2022,1,2,15,0,844.3987991420129,32.7963356433,0.92966
2022,1,2,16,0,615.096910421017,25.6858605188,1.0
2022,1,2,17,0,221.34120622268273,15.6012086783,1.0
2022,1,2,18,0,0.0,23.176155071,1.0
2022,1,2,19,0,0.0,41.2086592158,0.0
2022,1,2,20,0,0.0,49.7062341862,0.0
2022,1,2,21,0,0.0,47.8358050061,0.0
2022,1,2,22,0,0.0,47.2228213774,0.0
2022,1,2,23,0,0.0,44.985487054,0.0
2022,1,3,0,0,0.0,51.5604624737,0.0
2022,1,3,1,0,0.0,54.8819619427,0.0
2022,1,3,2,0,0.0,54.4315785898,0.0
2022,1,3,3,0,0.0,51.0448272715,0.0
2022,1,3,4,0,0.0,57.5776271656,0.0
2022,1,3,5,0,0.0,67.1931870863,0.0
2022,1,3,6,0,0.0,49.8902351251,0.0
