Year,Month,Day,Hour,Minute,DNI,Price,IAM
2022,1,1,0,0,0.0,38.4164953927,0.0
2022,1,1,1,0,0.0,33.2354609314,0.0
2022,1,1,2,0,0.0,42.0331536711,0.0
2022,1,1,3,0,0.0,54.7377708949,0.0
2022,1,1,4,0,0.0,62.9181576975,0.0
2022,1,1,5,0,0.0,77.0677241751,0.0
2022,1,1,6,0,0.0,80.8409744723,0.0
2022,1,1,7,0,31.007079854460724,61.5874263101,0.979351
2022,1,1,8,0,363.8751807023867,54.1939205753,0.954506
2022,1,1,9,0,760.9610968043387,57.7057791029,0.9184
2022,1,1,10,0,892.6455327587796,59.9835212448,0.869104
2022,1,1,11,0,943.9769231042594,57.3047438919,0.810623
2022,1,1,12,0,961.4600445005257,54.6800947898,0.77349
2022,1,1,13,0,955.7686790997901,49.336960827,0.80163
2022,1,1,14,0,923.6766935297771,47.7337088916,0.869644
2022,1,1,15,0,842.2654426898823,55.1674427574,0.929722
2022,1,1,16,0,609.2487552555584,44.1757174372,1.0
2022,1,1,17,0,216.92698519429632,41.3840082016,1.0
2022,1,1,18,0,0.0,37.0815653182,1.0
2022,1,1,19,0,0.0,20.0196393849,0.0
2022,1,1,20,0,0.0,5.98945547805,0.0
2022,1,1,21,0,0.0,8.97132059629,0.0
2022,1,1,22,0,0.0,1.48894360872,0.0
2022,1,1,23,0,0.0,24.5384031792,0.0
2022,1,2,0,0,0.0,53.3123322984,0.0
2022,1,2,1,0,0.0,39.6131222911,0.0
2022,1,2,2,0,0.0,34.8816860712,0.0
2022,1,2,3,0,0.0,52.4596074719,0.0
2022,1,2,4,0,0.0,72.5849645833,0.0
2022,1,2,5,0,0.0,76.7534462826,0.0
2022,1,2,6,0,0.0,70.7852450886,0.0
2022,1,2,7,0,30.307504939937836,72.3038991632,0.0
2022,1,2,8,0,363.0333659775854,68.8709493805,0.955008
2022,1,2,9,0,760.9176301300112,64.3691718826,0.919174
2022,1,2,10,0,892.918602806102,57.4677258257,0.870242
2022,1,2,11,0,944.3815452185563,54.9859812917,0.812097
2022,1,2,12,0,961.9944586589188,62.4639395016,0.774776
2022,1,2,13,0,956.5043123662881,53.3788131413,0.802163
2022,1,2,14,0,924.8076601558658,42.1548835476,0.869726
2022,1,2,15,0,844.3987991420129,28.0939096426,0.92966
2022,1,2,16,0,615.096910421017,42.8731181557,1.0
2022,1,2,17,0,221.34120622268273,52.262724812,1.0
2022,1,2,18,0,0.0,48.313067315,1.0
2022,1,2,19,0,0.0,57.9890039166,0.0
2022,1,2,20,0,0.0,58.6344959977,0.0
2022,1,2,21,0,0.0,54.063881858,0.0
2022,1,2,22,0,0.0,65.8926151481,0.0
2022,1,2,23,0,0.0,67.8064971182,0.0
2022,1,3,0,0,0.0,60.8294087938,0.0
2022,1,3,1,0,0.0,51.666924951,0.0
2022,1,3,2,0,0.0,41.0479269449,0.0
2022,1,3,3,0,0.0,49.3872026888,0.0
2022,1,3,4,0,0.0,59.583192552,0.0
2022,1,3,5,0,0.0,60.3572856937,0.0
2022,1,3,6,0,0.0,62.9632024126,0.0
2022,1,3,7,0,11.467068792879374,80.1740645287,0.0
2022,1,3,8,0,341.61040233598777,69.0571972743,0.955526
2022,1,3,9,0,758.4765566864596,57.4041784237,0.920132
2022,1,3,10,0,893.2590293904852,58.5930788582,0.870716
2022,1,3,11,0,944.8284860883332,56.8862999637,0.813642
2022,1,3,12,0,935.8913156079323,45.8079203976,0.776161
2022,1,3,13,0,912.3746889111644,66.4546171211,0.802791
2022,1,3,14,0,555.4343911639492,65.6447952445,0.86987
2022,1,3,15,0,99.04833801951793,55.6833992239,0.929464
2022,1,3,16,0,225.80470863298268,26.0509338079,1.0
2022,1,3,17,0,225.80470863298268,46.7946316405,1.0
2022,1,3,18,0,0.0,45.3306967429,0.0
2022,1,3,19,0,0.0,48.1321450298,0.0
2022,1,3,20,0,0.0,53.548371421,0.0
2022,1,3,21,0,0.0,53.2691806629,0.0
2022,1,3,22,0,0.0,57.9288191639,0.0
2022,1,3,23,0,0.0,56.520520165,0.0
2022,1,4,0,0,0.0,75.0920145329,0.0
2022,1,4,1,0,0.0,73.7569648201,0.0
2022,1,4,2,0,0.0,43.4256802007,0.0
2022,1,4,3,0,0.0,48.4993286744,0.0
2022,1,4,4,0,0.0,41.1275286343,0.0
2022,1,4,5,0,0.0,50.9657596875,0.0
2022,1,4,6,0,0.0,49.9278154539,0.0
2022,1,4,7,0,29.394848142221473,22.4180216579,0.0
2022,1,4,8,0,29.394848142221473,28.1287489802,0.956058
2022,1,4,9,0,0.0,30.3328916363,0.920799
